scope,dataset,method,num_clusters,relative_regret,investment_cost,operational_cost_without_ens,ens_cost,total_cost
perprofile,basedataset,UTR,2190,3.6401443172839723,144875914.57528636,17524160.58901848,7942744.900981521,170342820.06528637
perprofile,basedataset,UTR,2920,2.8408853329708017,145225447.23284316,17270353.976809323,6533357.723190677,169029158.93284315
perprofile,basedataset,UTR,4380,0.6213328270732557,145915272.03836292,17152732.839794237,2313100.1502057603,165381105.02836293
perprofile,highvar,EAC,200,43.20183250651469,193357686.13784185,76881951.86030027,155631641.43969974,425871279.4378419
perprofile,highvar,EAC,400,18.496753476150985,204528312.3135048,46039322.390811935,101832632.30918805,352400267.01350474
perprofile,highvar,EAC,500,8.69637877121311,215267011.73021555,36081734.73372659,71905956.96627341,323254703.43021554
perprofile,highvar,EAC,600,2.5793025833336753,210728592.9257396,33618703.21878022,60715691.32121979,305062987.4657396
perprofile,highvar,EAC,800,3.231039326270296,203616132.0108457,34173726.89672208,69211343.70327792,307001202.6108457
perprofile,highvar,EAC,1000,3.0778317327086087,197613873.46455324,34936297.92679627,73995403.57320373,306545574.96455324
perprofile,highvar,EAC,1200,3.298199245830443,196483445.6666161,35082388.827348664,75635096.57265134,307200931.0666161
perprofile,highvar,EAC,1400,2.4337785021126943,198587080.8965283,34826256.23682444,71216872.86317556,304630209.99652827
perprofile,highvar,EAC,1500,2.260296115932709,198702703.07020468,34765453.80263658,70646129.79736342,304114286.67020464
perprofile,highvar,EAC,1600,2.582515779092334,199047027.16376865,34563326.56065142,71462189.53934857,305072543.2637687
perprofile,highvar,EAC,1800,3.234795358561681,198263472.2631373,34900704.98263046,73848195.51736954,307012372.76313734
perprofile,highvar,EAC,2000,3.7476282480451646,198303614.18924984,34829938.27805348,75403946.02194652,308537498.4892498
perprofile,highvar,EAC,2200,3.879294886938994,202594888.9865741,34373648.10862896,71960527.89137104,308929064.9865741
perprofile,highvar,EAC,2400,4.202842179275324,202549484.3476024,34430524.84346095,72911260.65653905,309891269.84760237
perprofile,highvar,EAC,2500,4.127244378708643,201807713.2801295,33955256.754859075,73903477.74514093,309666447.7801295
perprofile,highvar,EAC,3000,2.6629953056399014,202422478.9103284,33948232.10053843,68941172.19946156,305311883.2103284
perprofile,highvar,EAC,3500,2.3244962184606983,199226027.05686772,34264802.75178388,70814383.04821612,304305212.85686773
perprofile,highvar,EAC,4000,1.9311842539148645,198369347.9052353,34404186.38317484,70361998.91682516,303135533.2052353
perprofile,highvar,HC,500,6.446476986581742,206301379.2836777,36871590.33991857,73390698.26008143,316563667.8836777
perprofile,highvar,HC,1000,2.9993642295991725,215829378.261561,34251919.53807191,56230920.82192809,306312218.621561
perprofile,highvar,HC,1500,4.17734300608558,205379049.55998215,35721459.693802804,68714928.0061972,309815437.25998217
perprofile,highvar,HC,2000,3.645558896057751,205760000.15578997,34951155.8796387,67522796.0203613,308233952.05578995
perprofile,highvar,HC,2500,4.231513629798163,205979235.8449887,34403000.10559471,69594300.5944053,309976536.5449887
perprofile,highvar,HC,3000,3.561159902517123,209772754.3046562,33861129.147583574,64349072.462416425,307982955.9146562
perprofile,highvar,HC,3500,4.374591142541327,206496659.50697425,33985340.91296579,69920037.6870342,310402038.10697424
