file_name,calc_ens,method,num_clusters,t_clustering,t_create_model,t_solve,energy_not_served,true_operational_cost,investment_cost,investment_cost_renewables,total_capacity,renewables_capacity,cost_Battery,capacity_Battery,cost_Coal,capacity_Coal,cost_Gas,capacity_Gas,cost_Nuclear,capacity_Nuclear,cost_OCGT,capacity_OCGT,cost_Solar,capacity_Solar,cost_Wind_Offshore,capacity_Wind_Offshore,cost_Wind_Onshore,capacity_Wind_Onshore
ward_k1000_perprofile_Afterwards_hp0.95_lp0.05_basedataset,False,Afterwards,1000,11.73484992980957,35.13609600067139,299.2415120601654,0.0,16491693.16,157269423.83587447,143738433.1023989,2298.6295876909785,2197.1177511531737,0.0,0.0,1149929.3837987008,2.7379271042826208,8304628.068018819,87.41713755809285,3663933.2816580515,3.856771875429528,412500.0,7.5,30572117.919417743,890.1999091013682,34097538.10164277,284.7806949814068,79068777.08133839,1022.1371470703988
ward_k500_perprofile_DynamicProgramming_s168_hp0.95_lp0.05_basedataset,False,DynamicProgramming,500,173.52665400505066,25.27377414703369,566.3171510696411,0.0,21069577.69,165731099.7502295,133272556.54295605,2037.6194577280046,1891.625895452733,0.0,0.0,1095554.7595675895,2.608463713256165,10957265.351063434,115.33963527435192,20022415.067072514,21.076226386392122,383308.0295699305,6.969236901271465,18322446.41756625,533.5135818337448,27948140.877577122,233.421279824634,87001969.24781267,1124.691033794354
ward_k1500_perprofile_Afterwards_hp0.95_lp0.05_basedataset,False,Afterwards,1500,7.079885959625244,32.72758483886719,377.7293012142181,1.31975383063525,16834319.39,152039538.73251563,142632349.25174364,2322.7625781494016,2229.29532088856,0.0,0.0,1081764.9760512025,2.575630895360006,7900164.504720766,83.15962636548177,0.0,0.0,425260.0,7.732000000000001,32428474.593262967,944.2533622076427,30508628.5087378,254.80632659603427,79695246.14974289,1030.2356320848833
ward_k1000_global_NoExtremePreservation_hp0.95_lp0.05_basedataset,False,NoExtremePreservation Global,1000,9.086829900741575,23.420301914215088,33.13951802253723,290.201691487941,38228983.42,143398708.967213,136611038.68752226,2332.385116251746,2257.680376465528,0.0,0.0,0.0,0.0,6362410.279690724,66.97273978621814,0.0,0.0,425260.0,7.732000000000001,35832893.88266936,1043.3833521534038,19339118.862548776,161.5192185895478,81439025.94230413,1052.7778057225762
ward_k1000_perlocation_DynamicProgramming_s168_hp0.95_lp0.05_basedataset,False,DynamicProgramming,1000,107.5624520778656,23.284882068634037,198.5970778465271,0.0,17656627.82,155286928.18170345,142953604.79755184,2281.983402297725,2149.8645681021717,0.0,0.0,118005.9598187212,0.28096657099695527,11790057.424332893,124.10586762455677,0.0,0.0,425260.0,7.732000000000001,28091384.643903263,817.965838102803,33429246.11651636,279.19915840807755,81432974.03713222,1052.699571591291
ward_k500_perprofile_Afterwards_hp0.95_lp0.05_basedataset,False,Afterwards,500,16.17599606513977,26.633777141571045,151.5320200920105,0.0,19120393.08,176402600.66702878,135632980.39332318,2125.8703436744795,1938.1950819510578,0.0,0.0,1182293.7112706366,2.814985026834849,14043381.342747282,147.82506676576088,24951573.45231025,26.26481416032658,592371.7673774369,10.770395770498853,20464272.1290998,595.8793315257915,32018395.626036823,267.4158155169888,83150312.63818656,1074.8999349082774
ward_k2000_perprofile_NoExtremePreservation_hp0.95_lp0.05_basedataset,False,NoExtremePreservation,2000,5.32622218132019,52.952152967453,720.53271484375,26.23966286311156,18949726.16,146654546.00715733,139547161.22478262,2323.7881680439145,2245.71801243997,0.0,0.0,0.0,0.0,6682124.782374726,70.33815560394449,0.0,0.0,425260.0,7.732000000000001,34051916.50231005,991.5247957299881,23947100.592892796,200.00481938914837,81548144.12957977,1054.1883973208335
ward_k500_perprofile_SeperateExtremesSum_hp0.95_lp0.05_basedataset,False,SeperateExtremesSum,500,7.560891151428223,26.690001010894772,124.22958993911745,14.864311279946662,20071601.75,152323286.6708916,140905859.4460653,2198.2548979352546,2077.904340545674,0.0,0.0,378950.799487276,0.9022638083030382,10613448.161125883,111.72050695921982,0.0,0.0,425028.2642131708,7.727786622057652,24328878.594842628,708.4090664164106,30056858.992142405,251.03317334010308,86520121.85908026,1118.4621007891603
ward_k1000_perprofile_NoExtremePreservation_hp0.95_lp0.05_basedataset,False,NoExtremePreservation,1000,5.421088933944702,34.53352403640747,341.9806971549988,45.78745323508108,20976621.14,145297237.27096406,137778020.9801325,2321.009520013713,2238.604295899697,0.0,0.0,0.0,0.0,7093956.290831551,74.67322411401634,0.0,0.0,425260.0,7.732000000000001,34575307.64777526,1006.7649158729785,22355459.18626717,186.7115210698134,80847254.14609006,1045.1278589569047
ward_k1500_perlocation_Afterwards_hp0.95_lp0.05_basedataset,False,Afterwards,1500,15.059844970703123,19.356993913650516,224.2533268928528,1.250307907808306,18236963.14,153514690.13104427,141597754.749029,2255.242929181961,2129.26722416707,0.0,0.0,316826.55493001675,0.7543489403095637,11193218.82708521,117.82335607458116,0.0,0.0,406890.0,7.398,27392421.370985903,797.61340312737,31626766.251380406,264.14494929910154,82578567.1266627,1067.5088717405984
ward_k500_perlocation_DynamicProgramming_s168_hp0.95_lp0.05_basedataset,False,DynamicProgramming,500,50.42716884613037,16.61510705947876,24.793318033218384,0.0,21858987.31,182656733.976872,134704953.795417,2096.2494317319984,1875.7882837050124,0.0,0.0,1083651.0494574741,2.580121546327319,16162878.447180895,170.1355626019042,29804790.684816632,31.37346387875435,900460.0,16.372000000000003,15160813.259942118,441.4530462520319,24268554.742444236,202.6895861262961,95275585.79303066,1231.6456513266844
ward_k1500_perprofile_DynamicProgramming_s168_hp0.95_lp0.05_basedataset,False,DynamicProgramming,1500,434.1808760166168,41.24459886550903,574.3836510181427,4.309116332472783,17175217.72,149846921.71526244,141365041.4693334,2307.042665888101,2216.924001863025,0.0,0.0,297084.9498142659,0.707345118605395,7759535.296114784,81.67931890647141,0.0,0.0,425260.0,7.732000000000001,32048167.58012777,933.1795704142211,28286038.22186137,236.24337918708048,81030835.66734427,1047.5010522617233
ward_k1000_perprofile_SeperateExtremesSum_hp0.95_lp0.05_basedataset,False,SeperateExtremesSum,1000,9.96635603904724,35.545300006866455,332.78573203086853,14.864311279946648,18068602.25,147879492.84531862,139425847.79451102,2377.5735853415385,2289.220005169964,0.0,0.0,437655.1031593376,1.0420359599031848,7632905.663015112,80.34637540015908,0.0,0.0,383084.2846331625,6.965168811512045,36800437.40334703,1071.556315388373,23822655.240814604,198.9654589008225,78802755.15034936,1018.6982308807688
ward_k500_perlocation_SeperateExtremesSum_hp0.95_lp0.05_basedataset,False,SeperateExtremesSum,500,8.009605884552002,17.14909291267395,29.495911836624146,7.027152455323908,18503453.72,159363038.8102157,145094216.20001942,2280.514741629696,2124.151047359579,0.0,0.0,0.0,0.0,13463446.135182196,141.72048563349682,0.0,0.0,805376.4750141072,14.643208636620134,23036293.716410108,670.7715385120844,27208694.425558895,227.24546519896927,94849228.05805042,1226.1340436485254
