method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
NoExtremePreservation,730,ward_k730_utr_NoExtremePreservation_hp0.95_lp0.05_highvar,false,0.08382391929626465,16.43886089324951,16.230443000793457,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
NoExtremePreservation,730,ens_ward_k730_utr_NoExtremePreservation_hp0.95_lp0.05_highvar,true,0.0,83.78178381919861,92.37713980674744,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,28.60584467629443
