method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
SeperateExtremesSum,4000,ward_k4000_global_SeperateExtremesSum_hp0.95_lp0.05_lowvar,false,6.93848991394043,28.289228916168213,187.2219259738922,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
SeperateExtremesSum,4000,ens_ward_k4000_global_SeperateExtremesSum_hp0.95_lp0.05_lowvar,true,0.0,50.38049602508545,55.17431712150574,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0021318859153539593
