method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
NoExtremePreservation,1500,ward_k1500_perprofile_NoExtremePreservation_hp0.95_lp0.05_highvar,false,12.29414415359497,31.42588996887207,357.3385169506073,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
NoExtremePreservation,1500,ens_ward_k1500_perprofile_NoExtremePreservation_hp0.95_lp0.05_highvar,true,0.0,60.003735065460205,65.17532515525818,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,997.5021122446499
