method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
DynamicProgramming,2500,ward_k2500_global_DynamicProgramming_s168_hp0.95_lp0.05_lowvar,false,15.754472970962524,31.90758991241455,136.5732569694519,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
DynamicProgramming,2500,ens_ward_k2500_global_DynamicProgramming_s168_hp0.95_lp0.05_lowvar,true,0.0,79.11956310272217,83.337641954422,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
