method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
Afterwards,2500,ward_k2500_perprofile_Afterwards_hp0.95_lp0.05_lowvar,false,6.829405784606934,62.021281003952026,4918.0611090660095,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
Afterwards,2500,ens_ward_k2500_perprofile_Afterwards_hp0.95_lp0.05_lowvar,true,0.0,84.86300802230835,90.12462997436523,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
