method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
SeperateExtremesSum,2200,ward_k2200_global_SeperateExtremesSum_hp0.95_lp0.05_highvar,false,9.661178827285767,28.552392959594727,79.54669904708862,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
SeperateExtremesSum,2200,ens_ward_k2200_global_SeperateExtremesSum_hp0.95_lp0.05_highvar,true,0.0,74.39922213554382,84.88077592849731,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,895.9258195483429
