method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
SeperateExtremesSum,400,ward_k400_global_SeperateExtremesSum_hp0.95_lp0.05_basedataset,false,8.76639199256897,16.080897092819214,8.655647039413452,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
SeperateExtremesSum,400,ens_ward_k400_global_SeperateExtremesSum_hp0.95_lp0.05_basedataset,true,0.0,76.94648694992065,88.73403215408325,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
