method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
Afterwards,2000,ward_k2000_perlocation_Afterwards_hp0.95_lp0.05_lowvar,false,5.582871913909912,21.1724591255188,801.4588670730591,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
Afterwards,2000,ens_ward_k2000_perlocation_Afterwards_hp0.95_lp0.05_lowvar,true,0.0,54.107362031936646,57.397449016571045,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,29869.488091702362
