method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
NoExtremePreservation,7500,ward_k7500_demandoveravailabilities_NoExtremePreservation_hp0.95_lp0.05,false,10.539648056030273,58.46104598045349,694.938362121582,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
NoExtremePreservation,7500,ens_ward_k7500_demandoveravailabilities_NoExtremePreservation_hp0.95_lp0.05,true,0.0,57.756345987319946,55.64528703689575,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,15.58950732968294
