method,num_clusters,file_name,calc_ens,t_clustering,t_create_model,t_solve,investment_cost_assets,investment_cost_storage_energy_assets,annualized_cost_assets,salvage_value_assets,investment_cost_flows,operational_cost_flows,fuel_cost_flows,total_variable_cost_flows,annualized_cost_flows,salvage_value_flows,energy_not_served
NoExtremePreservation,500,ward_k500_global_NoExtremePreservation_hp0.95_lp0.05,false,3.344841957092285,40.8203501701355,343.6113090515137,2.3962740530344997e7,0.0,2.3962740530344997e7,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,0.0
NoExtremePreservation,500,ens_ward_k500_global_NoExtremePreservation_hp0.95_lp0.05,true,0.0,51.22392988204956,61.22202205657959,,0.0,,0.0,0.0,2.072431553662e6,0.0,2.072431553662e6,0.0,0.0,2086.954630039063
