asset,year,partition,rep_period,specification
AT_Battery,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
AT_E_Balance,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
AT_E_Demand,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
AT_E_ENS,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
AT_Gas,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
AT_H_Demand,2050,9;8;16;8;3;13;1;4;1;2;2;14;8;3;13;4;3;1;2;14;8;16;8;16;6;2;3;11;2;8;2;14;7;1;2;14;5;1;2;2;14;8;16;8;16;8;16;1;3;3;1;2;14;8;16;2;3;3;2;14;1;6;1;16;1;7;16;8;7;7;1;9;16;6;2;2;13;1;5;1;2;3;12;3;6;2;13;2;3;4;2;13;9;15;9;15;9;15;9;15;1;1;7;1;14;9;2;13;1;4;4;2;13;2;3;4;15;4;1;5;9;2;3;10;14;10;14;10;14;10;1;13;2;7;2;12;1;2;8;14;10;14;10;5;3;5;1;5;4;1;2;11;1;6;1;3;2;11;1;5;4;1;2;12;10;2;11;1;10;3;11;10;12;2;10;14;10;1;13;4;3;3;14;10;14;10;14;1;9;14;10;14;10;14;10;13;11;13;11;4;2;7;11;13;11;13;11;13;11;13;2;9;2;10;1;7;3;1;2;11;2;1;8;13;11;13;11;13;1;6;4;13;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;2;8;2;9;3;2;1;6;2;1;1;11;11;13;12;12;2;4;6;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;35;13;11;13;11;2;3;8;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;4;1;9;10;14;10;14;10;13;11;13;11;14;9;14;10;15;9;14;11;13;3;2;5;14;10;14;10;14;10;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;5;4;7;8;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;3;2;1;1;8;9;15;9;2;3;10;9;3;4;8;9;4;10;1;9;6;2;7;9;15;9;15;9;15;9;4;2;9;9;15;9;15;9;15;9;15;9;15;9;15;9;6;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;1;4;10;9;15;9;15;9;15;7;1;1;1;4;1;3;6;2;7;10;4;1;2;1;4;2;3;1;11;9;15;9;15;9;9;1;5;7;2;10;5;9;15;9;15;9;15;9;15;9;15;9;3;7;5;9;15;9;15;9;15;9;15;3;4;2;2;4;9;9;10;5;9;15;6;3;15;9;15;4;5;7;8;9;2;3;10;9;15;9;15;9;15;9;15;9;15;9;15;10;14;9;15;9;4;6;5;9;15;9;10;1;4;7;2;14;10;15;9;9;4;2;9;3;9;3;9;15;9;15;10;14;10;14;10;2;3;9;8;2;8;6;10;14;10;13;11;3;4;6;11;14;10;14;10;13;11;13;11;13;11;2;6;1;5;2;8;2;4;8;10;13;11;13;11;13;11;2;4;7;11;13;11;5;1;7;11;2;3;8;11;13;11;13;11;2;4;7;11;13;11;13;11;8;5;10;1;13;11;13;11;13;11;13;11;1;5;7;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;12;12;13;11;13;11;13;11;13;11;12;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;11;13;7;1;3;13;11;13;11;13;11;13;10;14;11;13;11;13;11;13;5;2;2;1;14;7;3;14;11;13;11;13;11;13;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;14;10;15;9;15;9;15;9;15;3;5;1;15;9;15;9;2;4;9;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;9;15;8;16;9;1;14;9;3;11;1;9;3;9;3;4;5;15;9;14;1;9;3;11;1;5;2;2;3;11;1;8;4;12;8;4;12;9;15;8;16;9;15;6;1;2;3;11;1;8;4;12;2;1;1;5;2;13;1;2;1;5;2;13;1;4;3;1;2;13;9;15;9;14;1;8;3;13;1;8;2;13;9;2;13;9;2;8;4;1;9;16;8;6;10;7;17;3;5;1;15;8;2;10;4;2;2;1;3;2;14;8;2;14;7;17;8;16;8;8;4;4;8;16;8;16;8;16;5;1;2;3;12;1;1;3;1;1;1;1;3;13;1;7;2;1;7;6;8;15;1;1;6;1;3;4,1,explicit
