scope,dataset,method,num_clusters,relative_regret,investment_cost,operational_cost_without_ens,ens_cost,total_cost
perlocation,highvar,PEC,1500,26.48840634672289,249318333.9243377,43609274.69779703,83239221.80220297,376166830.4243377
perlocation,highvar,PEC,2000,11.3447474879748,231995313.2670692,36376688.47780338,62758747.362196624,331130749.1070692
perlocation,highvar,PEC,2500,7.714919839786938,221274308.1959693,36006040.49500284,63055571.06499716,320335919.7559693
perlocation,highvar,PEC,3000,5.04537135089141,215103023.4593341,36059105.79735672,61234757.80264328,312396887.0593341
perlocation,highvar,PEC,3500,4.491847662392376,213626722.4541988,36163430.303769104,60960597.2562309,310750750.0141988
perlocation,highvar,PEC,4000,3.229091123232989,211891564.6242611,35973472.20244492,59130371.97755509,306995408.8042611
perlocation,highvar,UTR,219,734.1355368467675,156498555.94913995,46365490.16055632,2277791138.8394437,2480655184.94914
perlocation,highvar,UTR,292,381.4772338976621,174122302.50100267,43622697.20806599,1214131408.791934,1431876408.5010028
perlocation,highvar,UTR,365,293.00270433120386,172397292.04599065,46446878.38998103,949915765.010019,1168759935.4459906
perlocation,highvar,UTR,438,242.27132630753175,166351205.24381953,45022343.21598661,806515155.1840134,1017888703.6438196
perlocation,highvar,UTR,584,95.62952169571909,179479735.19493848,41237729.25974256,361069746.24025744,581787210.6949384
perlocation,highvar,UTR,730,126.04380121201523,177641325.79278988,45997557.23540485,448598064.96459514,672236947.9927899
perlocation,highvar,UTR,876,32.52605777118802,183409041.6270087,36704437.06737998,174008864.53262,394122343.2270087
perlocation,highvar,UTR,1095,44.23919953421748,189443627.60739544,35685048.41145891,203827653.4885411,428956329.50739545
perlocation,highvar,UTR,1460,16.81979350166135,190841091.71828,35413101.77560049,121158923.02439952,347413116.51828
perlocation,highvar,UTR,1752,7.649868906407194,195235077.8635337,35310071.95353326,89597313.44646674,320142463.2635337
perlocation,highvar,UTR,2190,6.953982955611312,194171992.75644615,35515950.243623614,88385008.75637639,318072951.7564461
perlocation,highvar,UTR,2920,3.5751271342488007,196761033.29182157,35339538.9949899,75923921.10501009,308024493.39182156
perlocation,highvar,UTR,4380,1.141330890545453,200798814.0218296,34837741.137142055,65150014.65285795,300786569.8118296
perlocation,lowvar,EAC,200,8.25055105605448,134148129.52543306,7654741.49,0.0,141802871.01543307
perlocation,lowvar,EAC,400,7.049534028722484,132330421.31937976,7898396.063343975,780.6936560255973,140229598.07637978
perlocation,lowvar,EAC,500,5.320276807417066,134035094.58734518,3928547.2541089766,714.7528910236211,137964356.59434518
perlocation,lowvar,EAC,600,4.719722056767238,134161126.68265522,3015897.3140388737,635.5599611259988,137177659.55665523
perlocation,lowvar,EAC,800,2.983019961710622,131790696.64900964,3111365.755661853,603.2533381470954,134902665.65800965
perlocation,lowvar,EAC,1000,0.3778710252442857,127371715.97479177,4117730.096661853,603.2533381470954,131490049.32479176
perlocation,lowvar,EAC,1200,0.38066128234025737,127190073.96166396,4303027.208661853,603.2533381470954,131493704.42366396
perlocation,lowvar,EAC,1400,0.3036038446804276,127312970.84330952,4079188.892661853,603.2533381470954,131392762.98930952
perlocation,lowvar,EAC,1500,0.2503370251689864,127405919.7467497,3916463.0886618537,603.2533381465926,131322986.0887497
perlocation,lowvar,EAC,1600,0.20083193606004485,127550971.30707332,3706562.3086618534,603.2533381465926,131258136.86907333
perlocation,lowvar,EAC,1800,0.14786083095932404,127660699.93077429,3527444.1556618535,603.2533381465926,131188747.33977428
perlocation,lowvar,EAC,2000,0.10045235015905384,127789413.72834608,3336627.5916618537,603.2533381465926,131126644.57334608
perlocation,lowvar,EAC,2200,0.07962968935254577,127817391.174962,3281373.488661853,603.2533381470954,131099367.916962
perlocation,lowvar,EAC,2400,0.0667010402021051,127873628.09264322,3208200.6796618532,603.2533381470954,131082432.02564321
perlocation,lowvar,EAC,2500,0.05808290210583938,127886747.74173512,3183791.6956618517,603.2533381485489,131071142.69073512
perlocation,lowvar,EAC,3000,0.03821317641265667,127934416.55024552,3110094.5286618527,603.2533381472882,131045114.33224553
perlocation,lowvar,EAC,3500,0.02303379743713096,127932666.64511035,3091960.197661853,603.2533381471643,131025230.09611036
perlocation,lowvar,EAC,4000,0.01926844475562925,127921872.74422048,3098278.066774949,146.8592250509841,131020297.67022048
perlocation,lowvar,HC,200,5.735359932056313,124467273.73989788,13697702.53464212,343118.69535787945,138508094.96989787
perlocation,lowvar,HC,400,3.0445945543547683,125257039.15871675,9468901.030271746,257385.1417282534,134983325.33071676
perlocation,lowvar,HC,500,1.786073825721125,126039509.56938924,7209957.350468659,85258.46553134106,133334725.38538924
perlocation,lowvar,HC,600,0.8575568591377423,126407202.05012973,5625953.54046864,85258.46553136052,132118414.05612972
perlocation,lowvar,HC,800,0.35305475486108323,127070759.67126793,4331984.140617804,54797.42538219594,131457541.23726793
perlocation,lowvar,HC,1000,0.321644581756169,127193375.7871179,4168222.250617804,54797.42538219594,131416395.4631179
perlocation,lowvar,HC,1200,0.2822665312178777,127482223.5513855,3827791.186617804,54797.42538219594,131364812.16338551
perlocation,lowvar,HC,1400,0.22477999520022507,127650077.07078484,3584633.146617804,54797.42538219594,131289507.64278483
perlocation,lowvar,HC,1500,0.19515142722849252,127659440.87429382,3536457.383617804,54797.42538219594,131250695.68329382
perlocation,lowvar,HC,1600,0.18170563834264092,127714396.97548407,3463887.963617804,54797.42538219594,131233082.36448407
perlocation,lowvar,HC,1800,0.16201234042478826,127731508.26765928,3420979.424617804,54797.42538219594,131207285.11765927
perlocation,lowvar,HC,2000,0.1482327120878959,127778431.35167047,3356005.708617804,54797.42538219594,131189234.48567048
perlocation,lowvar,HC,2200,0.1066066835589307,127777262.82288876,3348833.5282718055,8610.094728194832,131134706.44588876
perlocation,lowvar,HC,2400,0.08992796586679148,127819815.76114774,3287704.271825724,5338.117174276044,131112858.15014774
perlocation,lowvar,HC,2500,0.08549226219108182,127815181.65559116,3286527.8248257237,5338.117174276044,131107047.59759116
perlocation,lowvar,HC,3000,0.06569111156511946,127866540.76704994,3209230.184825724,5338.117174276044,131081109.06904994
perlocation,lowvar,HC,3500,0.05149016810415243,127889322.74107438,3168953.9886330883,4229.805366911714,131062506.53507438
perlocation,lowvar,HC,4000,0.03182721480616585,127882797.81620166,3149721.416633088,4229.805366911714,131036749.03820166
perlocation,lowvar,HC,5000,0.012179173071178785,127892967.42073938,3113813.848633088,4229.805366911714,131011011.07473938
perlocation,lowvar,HC,6000,0.004137441553180602,127901593.5449568,3098655.061943452,228.1970565480522,131000476.8039568
perlocation,lowvar,HC,7000,0.0008930517331590827,127894227.95166406,3101852.002774949,146.8592250509841,130996226.81366406
perlocation,lowvar,HC,8000,0.00019622871775012824,127896404.02295811,3098763.127774949,146.8592250509841,130995314.00995812
perlocation,lowvar,PEC,500,7.718766219426925,134067275.69978796,7038983.466,0.0,141106259.16578797
perlocation,lowvar,PEC,1000,4.277148051484931,133527972.61334535,3069936.873,0.0,136597909.48634535
perlocation,lowvar,PEC,1500,2.6411296280298107,131357613.2506636,3097192.97,0.0,134454806.2206636
perlocation,lowvar,PEC,2000,1.6761964465560446,130147036.97796574,3043754.472,0.0,133190791.44996575
perlocation,lowvar,PEC,2500,1.0603221926784945,129445389.54429664,2938637.076,0.0,132384026.62029664
perlocation,lowvar,PEC,3000,0.6807060728471735,128933865.70289412,2952882.565,0.0,131886748.26789412
perlocation,lowvar,PEC,3500,0.4450791927550977,128600540.58410434,2977548.118,0.0,131578088.70210434
perlocation,lowvar,PEC,4000,0.29613202799514887,128375402.48378669,3007572.795,0.0,131382975.27878669
perlocation,lowvar,UTR,219,1165.0392690746785,123086346.09121752,17176760.405804873,1516875804.5941951,1657138911.0912175
perlocation,lowvar,UTR,292,1659.154889097784,123223839.98892748,16745260.242642403,2164436848.7573576,2304405948.9889274
perlocation,lowvar,UTR,365,1718.826601408587,122689695.51949348,19059313.118844032,2240823933.881156,2382572942.5194936
perlocation,lowvar,UTR,438,624.8604568731806,123612088.8618112,16229918.781277537,809689360.7187225,949531368.3618112
perlocation,lowvar,UTR,584,4.1941897109178345,125045413.4908664,10869726.883578354,574097.7864216457,136489238.16086638
perlocation,lowvar,UTR,730,8.4803707296449,123976300.4877582,15705830.58337396,2421792.3566260403,142103923.42775822
perlocation,lowvar,UTR,876,1.9313694541098727,126644661.94355752,6777546.900043705,102846.63295629495,133525055.47655752
perlocation,lowvar,UTR,1095,0.6480695468185267,127373272.37403312,4371506.532799454,99217.12520054563,131843996.03203312
perlocation,lowvar,UTR,1460,0.5889984691019229,127339681.09113134,4407627.491648714,19307.257351285796,131766615.84013134
perlocation,lowvar,UTR,1752,0.49544604540651477,127385697.77942404,4227481.485101732,30887.524898267537,131644066.78942405
perlocation,lowvar,UTR,2190,0.33013293667568355,127558047.33247969,3818059.3189865304,51408.13701346948,131427514.78847969
perlocation,lowvar,UTR,2920,0.1498062956837348,127657287.24139816,3532818.3032433735,1190.2577566267512,131191295.80239816
perlocation,lowvar,UTR,4380,0.038781368229093796,127790083.79743911,3255546.640943452,228.1970565480522,131045858.63543911
perprofile,basedataset,EAC,200,14.804293145814793,149892774.9212024,34721725.35543749,4077701.754562515,188692202.03120238
perprofile,basedataset,EAC,400,31.95667110650109,143405971.01968688,34217537.92329615,39260321.45670384,216883830.39968687
perprofile,basedataset,EAC,500,30.895382255867638,146972459.63522014,22911364.974415965,45255672.67558404,215139497.28522015
perprofile,basedataset,EAC,600,6.563607320020505,148486799.14964056,20858787.726692352,5802233.563307648,175147820.43964055
perprofile,basedataset,EAC,800,3.5273884609874644,147916111.74166647,18456216.3772574,3785166.5527425995,170157494.67166647
perprofile,basedataset,EAC,1000,1.6095562398913157,149376885.09463516,17095330.38495505,533132.3950449524,167005347.87463516
perprofile,basedataset,EAC,1200,1.3744645339995791,149290617.80160668,16791547.87698119,536785.743018809,166618951.4216067
perprofile,basedataset,EAC,1400,3.018018934449823,152606706.5232003,16532571.173891552,181017.8161084486,169320295.5132003
perprofile,basedataset,EAC,1500,2.9703906639750013,152663109.51351583,16404693.415728027,174210.81427197327,169242013.74351582
perprofile,basedataset,EAC,1600,2.7637749305978736,152327872.03562963,16379624.806601925,194923.52339807482,168902420.36562964
perprofile,basedataset,EAC,1800,2.7876129710956503,152396686.0011299,16392874.70623828,152039.83376171975,168941600.5411299
perprofile,basedataset,EAC,2000,0.7826911630967082,148354191.18085545,16547231.773516688,744890.4464833108,165646313.40085545
perprofile,basedataset,EAC,2200,0.8381010494863746,148511295.88536245,16522442.646514159,703646.4934858419,165737385.02536243
perprofile,basedataset,EAC,2400,0.9388718175143846,148827194.97191238,16437949.96710612,637866.8028938797,165903011.7419124
perprofile,basedataset,EAC,2500,0.6118764546311388,147674811.14566967,16823659.184278946,867092.215721051,165365562.54566967
perprofile,basedataset,EAC,3000,0.45225065781997903,147420331.40260148,16873711.621015005,809158.7489849958,165103201.7726015
perprofile,basedataset,EAC,3500,0.7243725000244665,148348714.84439278,16914005.874122467,287740.1958775351,165550460.91439277
perprofile,basedataset,EAC,4000,0.4529263858303746,147553591.11836958,16935642.938065086,615078.3419349159,165104312.39836958
perprofile,basedataset,HC,200,21.740706499449484,140431546.56195638,29390607.350999683,30270728.99900032,200092882.91195637
perprofile,basedataset,HC,400,35.74847159947822,139778136.81808764,22661799.892043494,60676092.547956504,223116029.25808764
perprofile,basedataset,HC,500,10.717312108148501,141784499.61455753,20648151.65664651,19542193.503353488,181974844.77455753
perprofile,basedataset,HC,600,7.018966691652366,144842270.98063064,19170296.782497525,11883680.807502473,175896248.57063064
perprofile,basedataset,HC,800,5.145411173911886,145607191.6914841,18018071.16928975,9191612.05071025,172816874.9114841
perprofile,basedataset,HC,1000,2.086882402066844,145859280.24688804,17610261.08088751,4320339.26911249,167789880.59688804
perprofile,basedataset,HC,1200,1.589843911340934,145918091.9744695,17596676.404544543,3458180.3354554563,166972948.71446952
perprofile,basedataset,HC,1400,2.6730698122529413,145691793.10913405,17446204.141235262,5615340.2887647385,168753337.53913406
perprofile,basedataset,HC,1500,1.268985188034673,146062673.65186304,17198936.248300664,3183975.7916993364,166445585.69186303
perprofile,basedataset,HC,1600,1.46325356868151,145935884.04523328,17442052.984187644,3386947.9458123567,166764884.9752333
perprofile,basedataset,HC,1800,2.1460146314754494,148653621.17003027,16778326.405740418,2455122.684259583,167887070.26003027
perprofile,basedataset,HC,2000,2.4377988601827645,148966230.9572962,16492072.195675708,2908343.3243242907,168366646.4772962
perprofile,basedataset,HC,2200,1.3232509931311762,149232858.13569376,16528312.785407446,773605.9845925531,166534776.90569377
perprofile,basedataset,HC,2400,1.4436561290658494,149859047.30638647,16487095.02148675,386532.31851325027,166732674.64638647
perprofile,basedataset,HC,2500,0.9536067257490731,145077088.02986476,17780075.835963182,3070066.1540368157,165927230.01986477
perprofile,basedataset,HC,3000,0.8051232586583906,145088491.366902,17807865.283613563,2786826.116386434,165683182.766902
perprofile,basedataset,HC,3500,0.7279291887056227,146689584.85375205,17209134.576752797,1657587.2532472003,165556306.68375206
perprofile,basedataset,HC,4000,0.19338376840502514,146105267.0057227,17364024.889340736,1208436.560659263,164677728.4557227
perprofile,basedataset,HC,5000,0.04872938077494008,146306829.46328592,17067136.707150135,1066008.5028498669,164439974.67328593
perprofile,basedataset,HC,6000,0.019441668132216497,146186392.70301783,17128656.127922952,1076788.5920770466,164391837.42301783
perprofile,basedataset,HC,7000,0.03088514228096418,146270122.88375357,17075438.225584842,1065084.7944151573,164410645.90375358
perprofile,basedataset,HC,8000,0.0016855671095634761,146240094.94613034,17075437.20460911,1047121.3653908878,164362653.51613033
perprofile,basedataset,PEC,500,22.185768672716996,166852908.2197502,33971478.36,0.0,200824386.57975018
perprofile,basedataset,PEC,1000,13.818952700791451,168094947.95742795,18977749.67,0.0,187072697.62742794
perprofile,basedataset,PEC,1500,11.720745050159737,165948896.64523476,17675189.34,0.0,183624085.98523477
perprofile,basedataset,PEC,2000,10.430363213022208,164071096.27591383,17432119.63,0.0,181503215.90591383
perprofile,basedataset,PEC,2500,2.079742825377508,150753227.15698618,16739488.33111045,285430.5088895499,167778145.99698618
perprofile,basedataset,PEC,3000,1.3352945143518866,149306275.46309566,16865790.75321827,382505.4067817279,166554571.62309566
perprofile,basedataset,PEC,3500,0.9867469256563783,148582919.82369816,16848993.82509792,549785.5649020834,165981699.21369815
perprofile,basedataset,PEC,4000,0.7487842763727278,147709779.78146628,17068628.528700363,812175.7712996363,165590584.0814663
perprofile,basedataset,UTR,219,544.0565383737624,134156972.69782823,32832856.663143873,891580744.3368561,1058570573.6978283
perprofile,basedataset,UTR,292,594.27490282208,133876856.80985826,33192376.14035213,974040185.8596479,1141109418.8098583
perprofile,basedataset,UTR,365,1018.7864649839964,135719552.2100666,33858470.721128225,1669258103.2788718,1838836126.2100666
perprofile,basedataset,UTR,438,608.9589068212745,135649939.62027037,32978233.777605653,996615857.2223943,1165244030.6202703
perprofile,basedataset,UTR,584,40.57830437909352,140050540.57955474,25764010.905116126,65239785.28488387,231054336.76955473
perprofile,basedataset,UTR,730,73.25078669840497,137711724.12197745,31820818.416949615,115222247.98305039,284754790.5219774
perprofile,basedataset,UTR,876,35.58102673649366,142000320.82699576,20657922.173175223,60182574.07682478,222840817.07699576
perprofile,basedataset,UTR,1095,17.35756036585231,142108157.6097973,18989999.5648255,31790591.875174496,192888749.0497973
perprofile,basedataset,UTR,1460,15.176146858479902,143579185.55871612,18137305.435655046,27586889.36434495,189303380.35871613
perprofile,basedataset,UTR,1752,6.996368925430969,143278314.4484814,18349752.144399703,14231040.3156003,175859106.90848142
perprofile,basedataset,UTR,2190,3.6401443172839723,144875914.57528636,17524160.58901848,7942744.900981521,170342820.06528637
perprofile,basedataset,UTR,2920,2.8408853329708017,145225447.23284316,17270353.976809323,6533357.723190677,169029158.93284315
perprofile,basedataset,UTR,4380,0.6213328270732557,145915272.03836292,17152732.839794237,2313100.1502057603,165381105.02836293
perprofile,highvar,EAC,200,44.34748198250129,207434528.81326663,67729965.70333731,154113858.6966627,429278353.2132666
