scope,dataset,method,num_clusters,relative_regret,investment_cost,operational_cost_without_ens,ens_cost,total_cost
perprofile,highvar,EAC,400,6.944143810692847,196000077.89321792,57779693.43254022,64263919.56745978,318043690.8932179
perprofile,highvar,EAC,500,5.735396935349035,202329765.38588387,46378532.203969084,65740672.69603092,314448970.2858839
perprofile,highvar,EAC,600,2.301493067797297,200999193.24902505,37340250.48565633,65897359.51434367,304236803.24902505
perprofile,highvar,EAC,800,7.179324059627764,197931560.43681172,34369182.31756228,86442356.18243772,318743098.9368117
perprofile,highvar,EAC,1000,6.679424644784897,202189312.07347,33481860.155927822,81585264.14407218,317256436.37347
perprofile,highvar,EAC,1200,4.899672075351987,204429356.67564103,33578048.79840864,73956183.10159136,311963588.57564104
perprofile,highvar,EAC,1400,4.457092195319084,202153591.81767708,33982020.706940904,74511777.39305909,310647389.91767704
perprofile,highvar,EAC,1500,3.2279149660359407,200706755.2028604,34247175.921654284,72037979.87834571,306991911.00286037
perprofile,highvar,EAC,1600,2.7194876947750313,199230762.24783525,34465117.01516326,71784007.98483674,305479887.2478353
perprofile,highvar,EAC,1800,2.8363549533627004,203072992.52188316,33905825.20609902,68848623.79390098,305827441.52188313
perprofile,highvar,EAC,2000,3.0331824157292653,205296922.71636108,33871314.09975608,67244554.50024392,306412791.31636107
perprofile,highvar,EAC,2200,4.6971688988200775,205242997.64204168,33746450.77004346,72371911.22995654,311361359.6420417
perprofile,highvar,EAC,2400,4.58066670035124,201074734.1288206,34303198.08750743,75636958.81249258,311014891.02882063
perprofile,highvar,EAC,2500,4.483529140731656,200302543.8680469,34516498.66904777,75906968.83095223,310726011.3680469
perprofile,highvar,EAC,3000,2.724565728083943,196473997.7298769,35391756.36323772,73629234.83676228,305494988.9298769
perprofile,highvar,EAC,3500,2.2284691148978055,197949450.90733653,34476733.62009506,71593451.07990494,304019635.6073365
perprofile,highvar,EAC,4000,2.1605885415163706,196523060.5823096,34779196.75629285,72515506.64370716,303817763.9823096
perprofile,highvar,HC,200,147.39835284080766,177468544.80277207,42409254.29954171,515865949.50045824,735743748.602772
perprofile,highvar,HC,400,28.45034543505838,187343004.67239925,40310709.90172145,154347772.39827856,382001486.97239923
perprofile,highvar,HC,500,30.15127904372519,206693344.91908956,38194883.70746538,142171704.59253463,387059933.21908957
perprofile,highvar,HC,600,23.654805318196317,205262308.5426117,36292426.67031957,126185182.82968043,367739918.0426117
perprofile,highvar,HC,800,4.311998790686193,212079799.5676453,34458001.83862435,63678091.84137566,310215893.2476453
perprofile,highvar,HC,1000,3.4921113870025904,213085160.6691994,34541942.05638848,60150508.19361152,307777610.9191994
perprofile,highvar,HC,1200,2.9332166281566923,215121531.67232063,34049360.66394867,56944608.38605133,306115500.7223206
perprofile,highvar,HC,1400,2.678852686342362,214350459.5957319,33877707.603307515,57130874.646692485,305359041.8457319
perprofile,highvar,HC,1500,3.8021206318963876,219556153.0742592,33799218.449517734,55344183.14048227,308699554.6642592
perprofile,highvar,HC,1600,3.655159270689869,215590665.39447832,33799282.47329333,58872554.96670667,308262502.8344783
perprofile,highvar,HC,1800,2.002187947159556,211726478.81947893,34631457.491932064,56988756.43806794,303346692.74947894
perprofile,highvar,HC,2000,2.08929735204141,211876138.1163017,34680561.48220315,57049049.84779685,303605749.4463017
perprofile,highvar,HC,2200,2.273425840397019,212733213.92491677,34340040.552641734,57080078.98735827,304153333.46491677
perprofile,highvar,HC,2400,1.8602520066301265,205766064.1458032,34700435.136415794,62458086.8535842,302924586.1358032
perprofile,highvar,HC,2500,3.3315557165212315,203473898.95507088,34987804.77309379,68838426.92690621,307300130.6550709
perprofile,highvar,HC,3000,1.8018233876446024,210687790.8590524,34289016.30219692,57774016.73780309,302750823.8990524
perprofile,highvar,HC,3500,3.7769151681464423,205295224.94601244,34257055.32626887,69072315.27373113,308624595.5460124
perprofile,highvar,HC,4000,3.5722994121566276,206228456.26294616,34001331.678476155,67786296.02152385,308016083.9629462
perprofile,highvar,HC,5000,3.103903195999131,202698577.099091,34249569.344052956,69674963.05594705,306623109.499091
perprofile,highvar,HC,6000,3.0726999894639935,202574933.35327744,34321482.4352787,69633897.7647213,306530313.55327743
perprofile,highvar,HC,7000,3.079664484858409,202561304.42904288,34324604.87464267,69665116.12535733,306551025.4290429
perprofile,highvar,HC,8000,1.401777769956101,195950974.3788268,35036356.75551218,70573787.74448782,301561118.8788268
perprofile,highvar,PEC,500,28.08325266785772,254848067.0050655,49436309.47372702,76625404.72627299,380909781.2050655
perprofile,highvar,PEC,1000,11.298337954573617,224373826.5100855,38392531.859571755,68226372.34042825,330992730.7100855
perprofile,highvar,PEC,1500,5.337633055352628,217147153.69875476,36622108.60585867,59496788.67414133,313266050.97875476
perprofile,highvar,PEC,2000,4.297791958475335,213188950.85701025,35737561.47820834,61247130.88179166,310173643.21701026
perprofile,highvar,PEC,2500,1.74267814184355,206890448.13905168,35057509.62253283,60626972.70746717,302574930.46905166
perprofile,highvar,PEC,3000,1.7319183379279464,207707539.446496,34584871.52488825,60250520.66511175,302542931.636496
perprofile,highvar,PEC,3500,3.16947302518519,205874690.9479029,34265284.503247485,66678133.69675252,306818109.1479029
perprofile,highvar,PEC,4000,3.2369532171893995,206209926.56938648,33946386.14406282,66862477.35593718,307018790.0693865
perprofile,highvar,UTR,219,734.1355368467675,156498555.94913995,46365490.16055632,2277791138.8394437,2480655184.94914
perprofile,highvar,UTR,292,381.4772338976621,174122302.50100267,43622697.20806599,1214131408.791934,1431876408.5010028
perprofile,highvar,UTR,365,293.00270433120386,172397292.04599065,46446878.38998103,949915765.010019,1168759935.4459906
perprofile,highvar,UTR,438,242.27132630753175,166351205.24381953,45022343.21598661,806515155.1840134,1017888703.6438196
perprofile,highvar,UTR,584,95.62952169571909,179479735.19493848,41237729.25974256,361069746.24025744,581787210.6949384
perprofile,highvar,UTR,730,126.04380121201523,177641325.79278988,45997557.23540485,448598064.96459514,672236947.9927899
perprofile,highvar,UTR,876,32.52605777118802,183409041.6270087,36704437.06737998,174008864.53262,394122343.2270087
perprofile,highvar,UTR,1095,44.23919953421748,189443627.60739544,35685048.41145891,203827653.4885411,428956329.50739545
perprofile,highvar,UTR,1460,16.81979350166135,190841091.71828,35413101.77560049,121158923.02439952,347413116.51828
perprofile,highvar,UTR,1752,7.649868906407194,195235077.8635337,35310071.95353326,89597313.44646674,320142463.2635337
perprofile,highvar,UTR,2190,6.953982955611312,194171992.75644615,35515950.243623614,88385008.75637639,318072951.7564461
perprofile,highvar,UTR,2920,3.5751271342488007,196761033.29182157,35339538.9949899,75923921.10501009,308024493.39182156
perprofile,highvar,UTR,4380,1.141330890545453,200798814.0218296,34837741.137142055,65150014.65285795,300786569.8118296
perprofile,lowvar,EAC,200,7.098887120282049,131994004.96277976,8300243.224,0.0,140294248.18677977
perprofile,lowvar,EAC,400,5.985667557951797,132458315.24401498,6377670.343,0.0,138835985.58701497
perprofile,lowvar,EAC,500,4.631024336880272,134061864.20296703,2999605.725,0.0,137061469.92796704
perprofile,lowvar,EAC,600,3.2298282320778124,132177146.00735922,3048826.285,0.0,135225972.29235923
perprofile,lowvar,EAC,800,0.7777409905796487,126896211.7476489,5117647.466,0.0,132013859.2136489
perprofile,lowvar,EAC,1000,0.5743860623202625,127096002.79554448,4651471.514,0.0,131747474.30954447
perprofile,lowvar,EAC,1200,0.29597328250276383,127460255.60003851,3922511.73,0.0,131382767.33003852
perprofile,lowvar,EAC,1400,0.1077298996794392,127798617.2804856,3337560.523,0.0,131136177.8034856
perprofile,lowvar,EAC,1500,0.057036313797963915,127874560.96778508,3195210.744,0.0,131069771.71178508
perprofile,lowvar,EAC,1600,0.0517743147373884,127939554.21811844,3123324.535,0.0,131062878.75311844
perprofile,lowvar,EAC,1800,0.06633237966036898,127985496.85755658,3096452.241,0.0,131081949.09855658
perprofile,lowvar,EAC,2000,0.08296860478088582,128039605.3521292,3064136.379,0.0,131103741.7311292
perprofile,lowvar,EAC,2200,0.09038505503680204,128050763.88236634,3062693.032,0.0,131113456.91436635
perprofile,lowvar,EAC,2400,0.08610040474412876,128031986.91527492,3075857.319,0.0,131107844.23427492
perprofile,lowvar,EAC,2500,0.08588562859169599,128035688.0241317,3071874.864,0.0,131107562.88813171
perprofile,lowvar,EAC,3000,0.07329839137808228,128015564.66657405,3075509.563,0.0,131091074.22957404
perprofile,lowvar,EAC,3500,0.06313253138447923,128006274.72848494,3071482.727,0.0,131077757.45548494
perprofile,lowvar,EAC,4000,0.05270425290115692,127978843.43414576,3085253.492,0.0,131064096.92614576
perprofile,lowvar,HC,200,5.787992520308389,124781184.12885822,13794912.937502092,943.9924979074613,138577041.05885822
perprofile,lowvar,HC,400,0.9682281996546125,126880374.46767823,5382993.481673314,20.092326685556824,132263388.04167823
perprofile,lowvar,HC,500,0.4730990138228874,127286373.5196722,4328414.075235969,5.687764030994418,131614793.2826722
perprofile,lowvar,HC,600,0.18239855251420717,127499349.1087978,3734635.251235969,5.687764030994418,131233990.0477978
perprofile,lowvar,HC,800,0.04367894833347432,127744446.69728652,3307821.838235969,5.687764030994418,131052274.22328651
perprofile,lowvar,HC,1000,0.03422107779462229,127799546.67838693,3240332.514235969,5.687764030994418,131039884.88038693
perprofile,lowvar,HC,1200,0.040488865928880555,127824151.26402354,3223944.109,0.0,131048095.37302354
perprofile,lowvar,HC,1400,0.02820383092063343,127870067.62741692,3161934.957,0.0,131032002.58441693
perprofile,lowvar,HC,1500,0.023432060786410806,127881819.8544116,3143931.947,0.0,131025751.8014116
perprofile,lowvar,HC,1600,0.01797589816832539,127887673.7030822,3130930.795,0.0,131018604.4980822
perprofile,lowvar,HC,1800,0.021861081975845024,127926366.21782386,3097327.679,0.0,131023693.89682387
perprofile,lowvar,HC,2000,0.023324837430035047,127931079.26311484,3094532.081,0.0,131025611.34411484
perprofile,lowvar,HC,2200,0.02658643439345936,127932159.98491488,3097723.89,0.0,131029883.87491488
perprofile,lowvar,HC,2400,0.023098899575643234,127935264.86069378,3090050.516,0.0,131025315.37669379
perprofile,lowvar,HC,2500,0.024213619875838182,127941670.11718597,3085105.488,0.0,131026775.60518597
perprofile,lowvar,HC,3000,0.018896367849249415,127921861.88186502,3097948.386,0.0,131019810.26786503
perprofile,lowvar,HC,3500,0.015076277863908687,127914601.91381282,3100204.225,0.0,131014806.13881281
perprofile,lowvar,HC,4000,0.012436279270348934,127907423.57115144,3103924.3,0.0,131011347.87115143
perprofile,lowvar,HC,5000,0.00841889914469291,127900001.60876752,3106083.693,0.0,131006085.30176753
perprofile,lowvar,HC,6000,0.004179727098730507,127896130.59793128,3104254.738774949,146.8592250509841,131000532.19593129
perprofile,lowvar,HC,7000,0.0016378174230272135,127896433.69590372,3100621.864774949,146.8592250509841,130997202.41990373
perprofile,lowvar,HC,8000,0.0003133640662166717,127893745.01647456,3101575.575774949,146.8592250509841,130995467.45147456
perprofile,lowvar,PEC,500,7.461135624705222,134477008.5914858,6291767.23,0.0,140768775.8214858
perprofile,lowvar,PEC,1000,3.0262002853139074,131916645.24650931,3042584.501,0.0,134959229.7475093
perprofile,lowvar,PEC,1500,1.6379811715347734,130153780.1256842,2986951.203,0.0,133140731.3286842
perprofile,lowvar,PEC,2000,0.9452257669859153,129331699.68990168,2901556.302,0.0,132233255.99190168
perprofile,lowvar,PEC,3000,0.33016268231432444,128435448.58279596,2992105.171,0.0,131427553.75379597
perprofile,lowvar,UTR,219,1165.0392690746785,123086346.09121752,17176760.405804873,1516875804.5941951,1657138911.0912175
perprofile,lowvar,UTR,292,1659.154889097784,123223839.98892748,16745260.242642403,2164436848.7573576,2304405948.9889274
perprofile,lowvar,UTR,365,1718.826601408587,122689695.51949348,19059313.118844032,2240823933.881156,2382572942.5194936
perprofile,lowvar,UTR,438,624.8604568731806,123612088.8618112,16229918.781277537,809689360.7187225,949531368.3618112
perprofile,lowvar,UTR,584,4.1941897109178345,125045413.4908664,10869726.883578354,574097.7864216457,136489238.16086638
perprofile,lowvar,UTR,730,8.4803707296449,123976300.4877582,15705830.58337396,2421792.3566260403,142103923.42775822
perprofile,lowvar,UTR,876,1.9313694541098727,126644661.94355752,6777546.900043705,102846.63295629495,133525055.47655752
perprofile,lowvar,UTR,1095,0.6480695468185267,127373272.37403312,4371506.532799454,99217.12520054563,131843996.03203312
perprofile,lowvar,UTR,1460,0.5889984691019229,127339681.09113134,4407627.491648714,19307.257351285796,131766615.84013134
perprofile,lowvar,UTR,1752,0.49544604540651477,127385697.77942404,4227481.485101732,30887.524898267537,131644066.78942405
perprofile,lowvar,UTR,2190,0.33013293667568355,127558047.33247969,3818059.3189865304,51408.13701346948,131427514.78847969
perprofile,lowvar,UTR,2920,0.1498062956837348,127657287.24139816,3532818.3032433735,1190.2577566267512,131191295.80239816
perprofile,lowvar,UTR,4380,0.038781368229093796,127790083.79743911,3255546.640943452,228.1970565480522,131045858.63543911
