asset,year,partition,rep_period,specification
HR_Wind_Offshore,2050,9;43;20;9;6;18;10;14;6;4;15;38;50;12;4;2;4;9;6;18;39;9;13;11;7;22;16;18;29;18;22;14;15;9;17;53;36;26;16;6;28;10;5;18;48;9;15;9;12;20;30;12;12;23;8;31;9;26;7;46;26;29;28;15;48;18;43;9;19;10;38;59;15;27;17;14;20;15;32;15;12;12;9;24;15;8;22;24;18;15;22;11;5;10;21;69;4;20;19;8;28;17;20;10;18;21;5;14;7;16;9;5;10;7;13;16;12;16;9;14;9;15;5;13;14;10;12;15;12;9;28;15;24;12;21;41;6;16;5;12;11;22;10;31;17;35;5;15;7;17;10;21;6;11;10;10;7;7;14;10;30;22;12;10;5;16;15;9;15;11;4;17;17;8;25;14;9;21;3;16;3;5;4;12;15;9;15;16;16;9;7;8;10;27;10;5;6;6;10;12;11;13;11;9;14;9;15;12;12;11;4;8;17;30;16;11;13;10;23;16;10;9;23;4;12;9;31;21;11;23;10;20;8;19;24;25;14;10;14;14;18;20;5;50;14;13;21;31;17;12;16;14;6;14;23;12;23;4;10;9;5;15;12;7;16;7;9;33;22;32;10;21;8;10;8;5;18;16;13;7;28;10;74;15;11;3;14;9;9;13;25;13;6;7;32;9;29;9;10;14;9;15;10;15;9;7;7;10;51;11;9;33;10;23;7;16;47;10;14;6;27;14;9;13;13;4;10;9;20;12;6;11;76;64;23;4;5;33;10;14;8;18;12;10;15;11;11;20;15;10;14;13;11;9;15;10;16;8;18;53;39;10;19;5;19;5;38;14;11;8;25;15;8;24;8;13;30;14;19;29;8;15;9;5;17;6;44;17;7;6;9;24;16;4;13;6;39;17;14;26;34;25;7;17;6;6;23;35;16;15;17;10;17;8;9;36;64;20;5;11;10;19;14;20;5;46;9;9;68;9;10;33;24;7;9;8;8;17;6;18;12;11;7;55;19;22;24;17;7;15;9;17;38;88;14;7;12;13;4;16;55;43;16;13;7;18;67;6;41;16;26;28;10;7;10;42;35;32;33;120;57;9;17;10;129;11;55;7;32;35;5;16;8;42;30;17;61;18;8;24,1,explicit
HR_Wind_Onshore,2050,9;43;20;9;6;18;10;14;6;4;15;38;50;12;4;2;4;9;6;18;39;9;13;11;7;22;16;18;29;18;22;14;15;9;17;53;36;26;16;6;28;10;5;18;48;9;15;9;12;20;30;12;12;23;8;31;9;26;7;46;26;29;28;15;48;18;43;9;19;10;38;59;15;27;17;14;20;15;32;15;12;12;9;24;15;8;22;24;18;15;22;11;5;10;21;69;4;20;19;8;28;17;20;10;18;21;5;14;7;16;9;5;10;7;13;16;12;16;9;14;9;15;5;13;14;10;12;15;12;9;28;15;24;12;21;41;6;16;5;12;11;22;10;31;17;35;5;15;7;17;10;21;6;11;10;10;7;7;14;10;30;22;12;10;5;16;15;9;15;11;4;17;17;8;25;14;9;21;3;16;3;5;4;12;15;9;15;16;16;9;7;8;10;27;10;5;6;6;10;12;11;13;11;9;14;9;15;12;12;11;4;8;17;30;16;11;13;10;23;16;10;9;23;4;12;9;31;21;11;23;10;20;8;19;24;25;14;10;14;14;18;20;5;50;14;13;21;31;17;12;16;14;6;14;23;12;23;4;10;9;5;15;12;7;16;7;9;33;22;32;10;21;8;10;8;5;18;16;13;7;28;10;74;15;11;3;14;9;9;13;25;13;6;7;32;9;29;9;10;14;9;15;10;15;9;7;7;10;51;11;9;33;10;23;7;16;47;10;14;6;27;14;9;13;13;4;10;9;20;12;6;11;76;64;23;4;5;33;10;14;8;18;12;10;15;11;11;20;15;10;14;13;11;9;15;10;16;8;18;53;39;10;19;5;19;5;38;14;11;8;25;15;8;24;8;13;30;14;19;29;8;15;9;5;17;6;44;17;7;6;9;24;16;4;13;6;39;17;14;26;34;25;7;17;6;6;23;35;16;15;17;10;17;8;9;36;64;20;5;11;10;19;14;20;5;46;9;9;68;9;10;33;24;7;9;8;8;17;6;18;12;11;7;55;19;22;24;17;7;15;9;17;38;88;14;7;12;13;4;16;55;43;16;13;7;18;67;6;41;16;26;28;10;7;10;42;35;32;33;120;57;9;17;10;129;11;55;7;32;35;5;16;8;42;30;17;61;18;8;24,1,explicit
HR_electrolyzer,2050,9;43;20;9;6;18;10;14;6;4;15;38;50;12;4;2;4;9;6;18;39;9;13;11;7;22;16;18;29;18;22;14;15;9;17;53;36;26;16;6;28;10;5;18;48;9;15;9;12;20;30;12;12;23;8;31;9;26;7;46;26;29;28;15;48;18;43;9;19;10;38;59;15;27;17;14;20;15;32;15;12;12;9;24;15;8;22;24;18;15;22;11;5;10;21;69;4;20;19;8;28;17;20;10;18;21;5;14;7;16;9;5;10;7;13;16;12;16;9;14;9;15;5;13;14;10;12;15;12;9;28;15;24;12;21;41;6;16;5;12;11;22;10;31;17;35;5;15;7;17;10;21;6;11;10;10;7;7;14;10;30;22;12;10;5;16;15;9;15;11;4;17;17;8;25;14;9;21;3;16;3;5;4;12;15;9;15;16;16;9;7;8;10;27;10;5;6;6;10;12;11;13;11;9;14;9;15;12;12;11;4;8;17;30;16;11;13;10;23;16;10;9;23;4;12;9;31;21;11;23;10;20;8;19;24;25;14;10;14;14;18;20;5;50;14;13;21;31;17;12;16;14;6;14;23;12;23;4;10;9;5;15;12;7;16;7;9;33;22;32;10;21;8;10;8;5;18;16;13;7;28;10;74;15;11;3;14;9;9;13;25;13;6;7;32;9;29;9;10;14;9;15;10;15;9;7;7;10;51;11;9;33;10;23;7;16;47;10;14;6;27;14;9;13;13;4;10;9;20;12;6;11;76;64;23;4;5;33;10;14;8;18;12;10;15;11;11;20;15;10;14;13;11;9;15;10;16;8;18;53;39;10;19;5;19;5;38;14;11;8;25;15;8;24;8;13;30;14;19;29;8;15;9;5;17;6;44;17;7;6;9;24;16;4;13;6;39;17;14;26;34;25;7;17;6;6;23;35;16;15;17;10;17;8;9;36;64;20;5;11;10;19;14;20;5;46;9;9;68;9;10;33;24;7;9;8;8;17;6;18;12;11;7;55;19;22;24;17;7;15;9;17;38;88;14;7;12;13;4;16;55;43;16;13;7;18;67;6;41;16;26;28;10;7;10;42;35;32;33;120;57;9;17;10;129;11;55;7;32;35;5;16;8;42;30;17;61;18;8;24,1,explicit
HU_Battery,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_E_Balance,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_E_Demand,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_E_ENS,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_Gas,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_H_Demand,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_Hydro,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_Nuclear,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_OCGT,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
HU_Solar,2050,9;24;6;7;13;11;11;12;27;11;12;10;6;29;15;4;30;38;5;17;14;12;8;7;9;8;43;2;9;8;34;59;19;5;34;44;38;12;6;15;7;3;37;13;9;7;25;17;14;33;25;14;25;38;9;15;25;54;44;15;9;29;18;16;9;24;38;9;30;21;9;7;28;68;11;6;29;23;6;7;23;20;9;31;8;16;8;16;15;16;9;26;8;29;13;12;16;17;14;17;9;7;8;7;26;6;9;9;14;32;5;12;7;4;14;6;17;8;16;8;23;24;3;14;12;9;9;42;6;17;10;5;18;13;3;8;28;25;11;27;20;10;22;6;14;5;8;12;20;9;15;13;42;17;12;11;5;11;9;9;14;7;3;18;5;24;11;13;15;10;14;10;6;34;8;6;12;20;8;16;3;11;9;12;6;8;36;11;10;24;18;6;15;12;24;11;9;19;9;45;13;10;2;17;5;16;7;5;12;9;13;3;8;14;15;14;5;9;28;12;17;29;18;6;17;8;6;13;4;17;7;29;20;17;29;9;40;15;13;10;11;48;14;10;14;10;18;57;11;3;7;14;12;11;13;12;16;23;9;13;11;9;19;29;24;21;43;9;11;7;7;27;9;10;26;13;15;18;28;11;24;14;10;9;15;10;27;17;4;15;9;12;12;24;14;9;9;7;10;14;15;25;16;16;9;14;10;14;10;18;13;41;14;14;10;10;14;8;17;3;35;12;12;25;33;9;8;16;15;8;17;8;7;17;38;9;48;15;14;11;16;17;14;16;18;5;19;23;7;12;11;9;15;10;9;15;9;42;6;18;33;21;14;16;24;17;7;18;48;19;10;9;9;23;16;8;24;31;42;8;17;14;9;5;30;30;32;14;9;7;20;7;14;28;11;8;8;10;8;27;19;24;29;27;58;7;43;24;21;6;25;17;15;16;8;25;56;48;8;31;15;30;54;19;58;16;24;9;64;15;17;35;13;8;47;18;12;18;7;66;14;26;55;18;7;6;10;15;33;3;10;18;9;15;15;10;43;13;16;11;6;14;12;9;22;16;20;33;55;16;20;34;19;18;9;6;18;30;111;58;18;24;14;26;7;9;78;26;84;19;15;61;31;41;26;11;5;8;15;9,1,explicit
