asset,year,partition,rep_period,specification
CZ_Coal,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_E_Balance,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_E_Demand,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_E_ENS,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Gas,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_H_Demand,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Hydro,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Hydro_Reservoir,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Nuclear,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Pump_Hydro_Closed,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Pump_Hydro_Open,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Solar,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
CZ_Wind_Onshore,2050,18;13;63;23;4;20;14;18;14;99;54;4;7;12;32;32;68;9;11;19;36;34;15;15;5;21;23;5;24;24;17;6;28;21;38;8;19;7;7;10;9;70;7;29;12;17;55;25;17;13;25;10;7;7;10;7;16;7;17;6;18;6;11;18;12;29;64;12;39;9;18;21;9;12;27;7;5;13;19;13;27;8;8;5;15;7;19;12;11;11;19;17;8;23;11;14;6;43;27;21;30;34;14;10;11;24;12;9;9;8;25;52;40;9;15;13;12;9;15;6;10;8;9;30;9;24;7;3;13;14;11;18;5;10;22;29;28;19;16;7;27;12;13;12;14;23;39;17;10;15;9;14;7;5;12;6;18;13;24;11;4;13;9;7;16;5;20;16;8;14;19;23;4;11;7;16;10;14;10;6;21;22;9;52;31;20;8;13;9;40;40;7;9;12;16;15;7;16;11;9;26;11;12;25;8;26;29;12;11;12;7;15;27;6;14;9;15;10;14;33;7;22;11;7;50;14;9;15;14;26;40;44;7;14;24;8;12;16;15;7;17;12;69;22;30;24;31;10;24;14;10;25;15;9;26;19;16;11;17;7;6;17;20;4;16;12;27;18;13;42;6;8;19;10;12;14;11;9;13;10;3;11;10;26;23;13;4;13;9;24;9;13;26;8;27;17;6;29;18;13;14;10;10;14;10;27;31;14;24;15;9;23;15;10;22;5;11;8;16;9;32;11;33;20;30;9;11;13;7;4;13;8;4;15;7;27;21;16;24;9;13;10;29;20;20;19;10;13;10;19;20;5;19;9;17;6;18;6;14;9;17;8;16;10;18;24;15;25;25;7;4;10;14;16;7;16;9;15;13;19;19;23;11;59;6;25;17;8;16;9;15;7;17;8;16;12;23;13;15;24;29;55;7;17;5;16;14;11;6;20;41;24;53;10;39;22;8;19;13;10;24;23;8;55;16;34;8;9;13;16;22;24;12;30;23;8;35;18;18;37;21;3;21;16;43;16;11;16;67;7;16;7;19;25;9;14;6;27;13;20;23;6;13;47;14;32;27;25;21;10;22;7;54;9;18;10;9;20;22;10;4;21;51;24;22;24;45;29;21;20;32;15;42;18;11;19;7;17;7;8,1,explicit
